Date,Sales Channel,Product Name2,Customer ID,Customer Name,State,Discount,Sales,Sales Forecast
3/8/2022,Agency,Cash In Transit,GB-14575,Giulietta Baptist,Mandalay,0.00%,$114 ,$170 
3/8/2022,Agency,Fidelity,GB-14575,Giulietta Baptist,Mandalay,0.00%,$13 ,$19 
3/8/2022,Agency,Marine,GB-14575,Giulietta Baptist,Mandalay,20.00%,$69 ,$104 
12/7/2020,Bancassurance,CAR/EAR,FP-14320,Frank Preis,Yangon,0.00%,$9 ,$13 
7/10/2022,Corporate,Contractor's All Risk,EA-14035,Erin Ashbrook,Dawei,70.00%,$550 ,$512 
12/24/2022,Bancassurance,Cash In Transit,SC-20305,Sean Christensen,Yangon,0.00%,$44 ,$66 
12/24/2022,Bancassurance,CAR/EAR,SC-20305,Sean Christensen,Yangon,0.00%,$40 ,$60 
4/23/2023,Bancassurance,Cash In Transit,JF-15355,Jay Fein,Yangon,0.00%,$66 ,$99 
4/23/2023,Bancassurance,Marine,JF-15355,Jay Fein,Yangon,20.00%,$150 ,$139 
4/23/2023,Bancassurance,Cash In Transit,JF-15355,Jay Fein,Yangon,0.00%,$24 ,$36 
8/17/2023,Corporate,Motor,TP-21415,Tom Prescott,Dawei,30.00%,"$7,000 ","$6,614 "
5/22/2023,Bancassurance,CAR/EAR,RL-19615,Rob Lucas,Yangon,0.00%,$50 ,$74 
2/9/2023,Bancassurance,Industrial All Risk,SB-20170,Sarah Bern,Yangon,0.00%,$500 ,$531 
3/3/2024,Agency,CAR/EAR,JS-15595,Jill Stevenson,Pathein,20.00%,$15 ,$23 
3/3/2024,Agency,Health/CI,JS-15595,Jill Stevenson,Pathein,50.00%,$302 ,$453 
3/3/2024,Agency,Industrial All Risk,JS-15595,Jill Stevenson,Pathein,20.00%,$45 ,$67 
6/4/2021,Bancassurance,PA,BP-11155,Becky Pak,Yangon,0.00%,$120 ,$180 
6/4/2021,Bancassurance,PA,BP-11155,Becky Pak,Yangon,0.00%,"$1,800 ","$1,483 "
8/27/2022,Corporate,CAR/EAR,EM-13825,Elizabeth Moffitt,Dawei,20.00%,$9 ,$14 
9/12/2022,Agency,Fidelity,SC-20695,Steve Chapman,Pathein,0.00%,$69 ,$103 
5/30/2022,Travel,Cash In Safe,EM-14140,Eugene Moren,Magwe,0.00%,$365 ,$546 
5/30/2022,Travel,Cash In Transit,EM-14140,Eugene Moren,Magwe,0.00%,$47 ,$71 
5/30/2022,Travel,Industrial All Risk,EM-14140,Eugene Moren,Magwe,0.00%,$50 ,$75 
5/30/2022,Travel,CAR/EAR,EM-14140,Eugene Moren,Magwe,0.00%,$6 ,$8 
5/30/2022,Travel,Fidelity,EM-14140,Eugene Moren,Magwe,0.00%,$629 ,$942 
5/30/2022,Travel,CAR/EAR,EM-14140,Eugene Moren,Magwe,0.00%,$15 ,$22 
5/30/2022,Travel,Fidelity,EM-14140,Eugene Moren,Magwe,0.00%,$45 ,$68 
5/30/2022,Travel,Fire,EM-14140,Eugene Moren,Magwe,0.00%,$126 ,$189 
6/10/2023,Bancassurance,CAR/EAR,GZ-14545,George Zrebassa,Yangon,0.00%,$15 ,$22 
10/22/2023,Corporate,Fire,ML-17395,Marina Lichtenstein,Dawei,40.00%,$33 ,$49 
10/22/2023,Corporate,CAR/EAR,ML-17395,Marina Lichtenstein,Dawei,20.00%,$32 ,$47 
6/13/2023,Agency,CAR/EAR,PG-18895,Paul Gonzalez,Bago,0.00%,$300 ,$272 
11/23/2020,Commercial,Motor,DK-12835,Damala Kotsonis,Taunggyi,30.00%,$155 ,$233 
8/16/2023,Travel,Marine,SJ-20215,Sarah Jordon,Malamyine,70.00%,$13 ,$20 
8/16/2023,Travel,Industrial All Risk,SJ-20215,Sarah Jordon,Malamyine,20.00%,$67 ,$101 
1/14/2022,Walk-in,Fidelity,AG-10675,Anna Gayman,Myitkyina,20.00%,$90 ,$134 
1/14/2022,Walk-in,Cash In Transit,AG-10675,Anna Gayman,Myitkyina,20.00%,$600 ,$473 
9/16/2022,Bancassurance,Health/CI,KD-16495,Keith Dawkins,Yangon,15.00%,$500 ,$410 
9/16/2022,Bancassurance,Cash In Safe,KD-16495,Keith Dawkins,Yangon,0.00%,$17 ,$26 
10/10/2022,Walk-in,Bailee's Liability,EB-13975,Erica Bern,Myitkyina,20.00%,$21 ,$31 
10/10/2022,Walk-in,Marine,EB-13975,Erica Bern,Myitkyina,70.00%,$4 ,$6 
11/13/2021,Corporate,Fire,AW-10930,Arthur Wiediger,Sittwe,20.00%,$550 ,$509 
11/13/2021,Corporate,Cash In Transit,AW-10930,Arthur Wiediger,Sittwe,0.00%,$64 ,$96 
11/2/2020,Corporate,PA,JK-16120,Julie Kriz,Dawei,20.00%,"$1,500 ","$1,198 "
7/19/2022,Bancassurance,Fire,TC-21535,Tracy Collins,Yangon,20.00%,$36 ,$54 
7/19/2022,Bancassurance,PA,TC-21535,Tracy Collins,Yangon,0.00%,$390 ,$584 
5/14/2022,Travel,PA,TH-21235,Tiffany House,Hpa-an,20.00%,$186 ,$278 
2/21/2021,Corporate,Marine,PW-19240,Pierre Wener,Naypyitaw,0.00%,"$2,542 ","$3,807 "
10/16/2023,Travel,Contractor's All Risk,GH-14410,Gary Hansen,Hpa-an,70.00%,"$1,000 ",$899 
6/22/2023,Agency,Marine,JK-15730,Joe Kamberova,Bago,80.00%,$3 ,$5 
9/9/2023,Agency,CAR/EAR,LC-17140,Logan Currie,Pathein,20.00%,$26 ,$39 
9/9/2023,Agency,Cash In Transit,LC-17140,Logan Currie,Pathein,20.00%,$66 ,$99 
10/14/2023,Bancassurance,PA,BK-11260,Berenike Kampe,Yangon,0.00%,$46 ,$69 
6/20/2022,Walk-in,PA,BS-11365,Bill Shonely,Sittwe,0.00%,$7 ,$10 
6/20/2022,Walk-in,Cash In Transit,BS-11365,Bill Shonely,Sittwe,0.00%,$58 ,$86 
9/2/2020,Commercial,Contractor's All Risk,AG-10525,Andy Gerbode,Taunggyi,40.00%,$900 ,$838 
1/30/2022,Bancassurance,Industrial All Risk,SC-20725,Steven Cartwright,Yangon,0.00%,$600 ,$457 
1/30/2022,Bancassurance,Marine,SC-20725,Steven Cartwright,Yangon,20.00%,$51 ,$76 
1/30/2022,Bancassurance,CAR/EAR,SC-20725,Steven Cartwright,Yangon,0.00%,$26 ,$39 
12/4/2023,Travel,Contractor's All Risk,LR-16915,Lena Radford,Malamyine,50.00%,$649 ,$972 
1/23/2022,Bancassurance,Cash In Transit,CB-12415,Christy Brittain,Yangon,0.00%,$60 ,$90 
5/26/2021,Commercial,Cash In Transit,RD-19900,Ruben Dartt,Monywa,0.00%,$20 ,$30 
5/4/2020,Commercial,CAR/EAR,NC-18340,Nat Carroll,Taunggyi,20.00%,$38 ,$57 
5/4/2020,Commercial,CAR/EAR,NC-18340,Nat Carroll,Taunggyi,20.00%,$5 ,$8 
2/10/2021,Corporate,Industrial All Risk,NB-18655,Nona Balk,Dawei,20.00%,$77 ,$116 
11/18/2020,Agency,Travel,JK-15730,Joe Kamberova,Bago,50.00%,$292 ,$437 
11/18/2020,Agency,Cash In Transit,JK-15730,Joe Kamberova,Bago,60.00%,$9 ,$13 
11/18/2020,Agency,Health/CI,JK-15730,Joe Kamberova,Bago,30.00%,$424 ,$635 
11/18/2020,Agency,Marine,JK-15730,Joe Kamberova,Bago,80.00%,$3 ,$4 
11/18/2020,Agency,Industrial All Risk,JK-15730,Joe Kamberova,Bago,20.00%,$382 ,$572 
9/4/2023,Corporate,Motor,DO-13645,Doug O'Connell,Dawei,20.00%,$97 ,$146 
9/4/2023,Corporate,Fidelity,DO-13645,Doug O'Connell,Dawei,20.00%,$10 ,$16 
3/29/2024,Commercial,Travel,MG-18145,Mike Gockenbach,Taunggyi,30.00%,$891 ,"$1,334 "
11/5/2022,Bancassurance,PA,LH-17155,Logan Haushalter,Yangon,0.00%,$72 ,$108 
11/5/2022,Bancassurance,Motor,LH-17155,Logan Haushalter,Yangon,20.00%,$190 ,$171 
11/5/2022,Bancassurance,CAR/EAR,LH-17155,Logan Haushalter,Yangon,0.00%,$300 ,$237 
6/10/2023,Agency,CAR/EAR,MM-18280,Muhammed MacIntyre,Mandalay,0.00%,$14 ,$21 
8/10/2021,Agency,Marine,BD-11320,Bill Donatelli,Pathein,0.00%,$65 ,$97 
10/9/2021,Corporate,Marine,SC-20575,Sonia Cooley,Dawei,70.00%,$2 ,$3 
10/9/2021,Corporate,Marine,SC-20575,Sonia Cooley,Dawei,70.00%,$11 ,$17 
10/9/2021,Corporate,CAR/EAR,SC-20575,Sonia Cooley,Dawei,20.00%,$37 ,$56 
5/28/2022,Agency,Fire,TN-21040,Tanja Norvell,Bago,20.00%,$286 ,$429 
5/11/2023,Agency,CAR/EAR,ZC-21910,Zuschuss Carroll,Mandalay,0.00%,$44 ,$66 
10/16/2022,Agency,Travel,NB-18655,Nona Balk,Mandalay,40.00%,$142 ,$213 
11/17/2023,Walk-in,Fidelity,KH-16330,Katharine Harms,Sittwe,20.00%,$20 ,$29 
11/17/2023,Walk-in,Marine,KH-16330,Katharine Harms,Sittwe,70.00%,$4 ,$6 
11/26/2023,Agency,Fire,MN-17935,Michael Nguyen,Mandalay,0.00%,"$1,400 ","$1,468 "
11/26/2023,Agency,Cash In Transit,MN-17935,Michael Nguyen,Mandalay,0.00%,$200 ,$203 
9/3/2023,Agency,Fidelity,MY-18295,Muhammed Yedwab,Bago,20.00%,$9 ,$13 
9/3/2023,Agency,PA,MY-18295,Muhammed Yedwab,Bago,20.00%,$101 ,$151 
12/5/2023,Agency,Cash In Transit,CS-11950,Carlos Soltero,Mandalay,0.00%,$42 ,$63 
12/5/2023,Agency,CAR/EAR,CS-11950,Carlos Soltero,Mandalay,0.00%,$9 ,$14 
11/10/2023,Commercial,Cash In Safe,MC-17845,Michael Chen,Monywa,0.00%,$550 ,$600 
11/10/2023,Commercial,Marine,MC-17845,Michael Chen,Monywa,20.00%,$29 ,$43 
3/18/2024,Bancassurance,Cash In Transit,SC-20050,Sample Company A,Yangon,0.00%,$111 ,$166 
3/18/2024,Bancassurance,Contractor's All Risk,SC-20050,Sample Company A,Yangon,20.00%,"$1,280 ","$1,917 "
3/18/2024,Bancassurance,Industrial All Risk,SC-20050,Sample Company A,Yangon,0.00%,"$3,000 ","$2,780 "
11/12/2022,Agency,Cash In Transit,SP-20650,Stephanie Phelps,Bago,60.00%,$23 ,$34 
10/26/2023,Corporate,Fire,SC-20440,Shaun Chance,Dawei,40.00%,$62 ,$92 
10/26/2023,Corporate,Marine,SC-20440,Shaun Chance,Dawei,70.00%,$81 ,$122 
4/11/2021,Corporate,Cash In Transit,PR-18880,Patrick Ryan,Dawei,20.00%,$67 ,$101 
4/11/2021,Corporate,Cash In Transit,PR-18880,Patrick Ryan,Dawei,20.00%,$55 ,$82 
12/25/2021,Agency,PA,JK-15625,Jim Karlsson,Mandalay,0.00%,"$1,300 ","$1,264 "
12/25/2021,Agency,Health/CI,JK-15625,Jim Karlsson,Mandalay,20.00%,$450 ,$673 
9/21/2023,Bancassurance,Industrial All Risk,BM-11575,Brendan Murry,Yangon,0.00%,$16 ,$23 
12/20/2020,Agency,Motor,SM-20950,Suzanne McNair,Mandalay,10.00%,$192 ,$288 
7/18/2021,Agency,CAR/EAR,KC-16255,Karen Carlisle,Mandalay,0.00%,$6 ,$9 
7/26/2020,Walk-in,Motor,SG-20470,Sheri Gordon,Myitkyina,0.00%,$68 ,$102 
7/26/2020,Walk-in,CAR/EAR,SG-20470,Sheri Gordon,Myitkyina,0.00%,$163 ,$244 
7/26/2020,Walk-in,Cash In Transit,SG-20470,Sheri Gordon,Myitkyina,0.00%,$26 ,$39 
12/26/2020,Agency,Industrial All Risk,TB-21520,Tracy Blumstein,Mandalay,0.00%,$192 ,$287 
12/11/2023,Corporate,Travel,DV-13045,Darrin Van Huff,Dawei,45.00%,$722 ,"$1,081 "
12/11/2023,Corporate,Fire,DV-13045,Darrin Van Huff,Dawei,20.00%,$74 ,$110 
12/11/2023,Corporate,CAR/EAR,DV-13045,Darrin Van Huff,Dawei,20.00%,$14 ,$20 
12/11/2023,Corporate,Motor,DV-13045,Darrin Van Huff,Dawei,20.00%,$65 ,$97 
3/3/2024,Commercial,Cash In Safe,SC-20020,Sam Craven,Taunggyi,80.00%,$300 ,$265 
10/21/2023,Travel,Marine,JB-15400,Jennifer Braxton,Magwe,0.00%,$39 ,$58 
10/21/2023,Travel,Marine,JB-15400,Jennifer Braxton,Magwe,0.00%,$22 ,$33 
11/10/2023,Bancassurance,PA,GH-14425,Gary Hwang,Yangon,0.00%,$160 ,$167 
3/16/2023,Agency,Fire,MG-17650,Matthew Grinstein,Pathein,40.00%,$800 ,$667 
9/22/2022,Corporate,CAR/EAR,RD-19660,Robert Dilbeck,Dawei,20.00%,$17 ,$25 
2/6/2023,Bancassurance,Fidelity,SN-20560,Skye Norling,Yangon,0.00%,$30 ,$45 
12/31/2021,Agency,Marine,AH-10690,Anna Häberlin,Pathein,0.00%,$116 ,$174 
10/9/2022,Travel,CAR/EAR,MZ-17335,Maria Zettner,Hpa-an,20.00%,$1 ,$2 
10/9/2022,Travel,Cash In Transit,MZ-17335,Maria Zettner,Hpa-an,20.00%,$170 ,$254 
12/30/2020,Corporate,Fire,AR-10345,Alex Russell,Dawei,40.00%,$252 ,$377 
12/30/2020,Corporate,Travel,AR-10345,Alex Russell,Dawei,40.00%,$524 ,$784 
4/12/2022,Bancassurance,Fidelity,JF-15295,Jason Fortune-,Yangon,0.00%,$19 ,$29 
4/12/2022,Bancassurance,Motor,JF-15295,Jason Fortune-,Yangon,20.00%,$194 ,$291 
4/12/2022,Bancassurance,Marine,JF-15295,Jason Fortune-,Yangon,20.00%,$37 ,$55 
11/28/2022,Corporate,Fire,DS-13180,David Smith,Dawei,40.00%,$340 ,$509 
11/28/2022,Corporate,CAR/EAR,DS-13180,David Smith,Dawei,20.00%,$13 ,$19 
11/28/2022,Corporate,Marine,DS-13180,David Smith,Dawei,70.00%,$7 ,$10 
11/28/2022,Corporate,Industrial All Risk,DS-13180,David Smith,Dawei,20.00%,$33 ,$49 
11/28/2022,Corporate,Motor,DS-13180,David Smith,Dawei,30.00%,$348 ,$521 
4/15/2023,Corporate,Marine,BP-11095,Bart Pistole,Dawei,70.00%,$16 ,$23 
3/9/2021,Walk-in,CAR/EAR,TG-21310,Toby Gnade,Myitkyina,20.00%,$5 ,$7 
10/28/2020,Bancassurance,Fire,BT-11395,Bill Tyler,Sittwe,0.00%,$258 ,$386 
1/7/2023,Bancassurance,Industrial All Risk,JF-15190,Jamie Frazer,Yangon,0.00%,$154 ,$230 
1/7/2023,Bancassurance,Industrial All Risk,JF-15190,Jamie Frazer,Yangon,0.00%,$61 ,$91 
1/7/2023,Bancassurance,Bailee's Liability,JF-15190,Jamie Frazer,Yangon,0.00%,$110 ,$165 
1/7/2023,Bancassurance,CAR/EAR,JF-15190,Jamie Frazer,Yangon,0.00%,$8 ,$12 
8/13/2023,Bancassurance,Marine,MK-17905,Michael Kennedy,Yangon,20.00%,$36 ,$54 
11/2/2023,Agency,CAR/EAR,GG-14650,Greg Guthrie,Bago,20.00%,$54 ,$81 
9/19/2020,Commercial,Industrial All Risk,MC-18130,Mike Caudle,Monywa,0.00%,$93 ,$139 
5/31/2021,Walk-in,CAR/EAR,ML-18265,Muhammed Lee,Myitkyina,20.00%,$10 ,$15 
9/13/2022,Corporate,Industrial All Risk,AG-10270,Alejandro Grove,Sittwe,0.00%,$41 ,$61 
9/13/2022,Corporate,CAR/EAR,AG-10270,Alejandro Grove,Sittwe,0.00%,$14 ,$22 
9/13/2022,Corporate,Fire,AG-10270,Alejandro Grove,Sittwe,0.00%,$150 ,$225 
9/13/2022,Corporate,Bailee's Liability,AG-10270,Alejandro Grove,Sittwe,0.00%,$17 ,$25 
9/13/2022,Corporate,Fidelity,AG-10270,Alejandro Grove,Sittwe,0.00%,$18 ,$26 
9/13/2022,Corporate,Cash In Safe,AG-10270,Alejandro Grove,Sittwe,0.00%,$378 ,$566 
9/13/2022,Corporate,Fidelity,AG-10270,Alejandro Grove,Sittwe,0.00%,$18 ,$26 
9/13/2022,Corporate,Industrial All Risk,AG-10270,Alejandro Grove,Sittwe,0.00%,$373 ,$559 
9/13/2022,Corporate,Cash In Transit,AG-10270,Alejandro Grove,Sittwe,0.00%,"$3,000 ","$2,001 "
9/13/2022,Corporate,Fire,AG-10270,Alejandro Grove,Sittwe,0.00%,$30 ,$45 
11/29/2023,Travel,Motor,TT-21070,Ted Trevino,Malamyine,20.00%,$390 ,$585 
11/29/2023,Travel,Cash In Transit,TT-21070,Ted Trevino,Malamyine,20.00%,$102 ,$152 
12/4/2023,Agency,Fidelity,LT-16765,Larry Tron,Pathein,20.00%,$74 ,$111 
5/2/2023,Bancassurance,Fidelity,DD-13570,Dorothy Dickinson,Yangon,0.00%,$16 ,$24 
5/2/2023,Bancassurance,CAR/EAR,DD-13570,Dorothy Dickinson,Yangon,0.00%,$60 ,$89 
5/2/2023,Bancassurance,Fidelity,DD-13570,Dorothy Dickinson,Yangon,0.00%,$34 ,$52 
12/25/2022,Agency,Travel,DB-12970,Darren Budd,Mandalay,40.00%,$500 ,$469 
12/25/2022,Agency,Motor,DB-12970,Darren Budd,Mandalay,10.00%,"$1,500 ","$1,298 "
9/30/2020,Agency,Cash In Safe,DM-12955,Dario Medina,Pathein,20.00%,"$1,200 ","$1,191 "
7/12/2020,Agency,Fidelity,ME-17725,Max Engle,Bago,20.00%,$36 ,$54 
7/12/2020,Agency,PA,ME-17725,Max Engle,Bago,20.00%,$24 ,$36 
9/8/2022,Commercial,Cash In Transit,TR-21325,Toby Ritter,Monywa,0.00%,$43 ,$65 
9/8/2022,Commercial,Fidelity,TR-21325,Toby Ritter,Monywa,0.00%,$31 ,$46 
8/6/2023,Agency,Bailee's Liability,SH-20395,Shahid Hopkins,Mandalay,0.00%,$70 ,$105 
5/14/2021,Bancassurance,Health/CI,CB-12535,Claudia Bergmann,Yangon,15.00%,$800 ,$764 
5/14/2021,Bancassurance,Cash In Transit,CB-12535,Claudia Bergmann,Yangon,0.00%,$200 ,$184 
5/14/2021,Bancassurance,Motor,CB-12535,Claudia Bergmann,Yangon,20.00%,$150 ,$146 
5/14/2021,Bancassurance,Motor,CB-12535,Claudia Bergmann,Yangon,20.00%,"$1,100 ","$1,082 "
1/20/2023,Agency,CAR/EAR,ML-17410,Maris LaWare,Bago,20.00%,$12 ,$17 
5/30/2022,Bancassurance,Cash In Transit,JG-15310,Jason Gross,Yangon,0.00%,$168 ,$251 
4/8/2020,Agency,Travel,JS-15880,John Stevenson,Pathein,40.00%,$400 ,$258 
7/23/2020,Agency,PA,AG-10270,Alejandro Grove,Mandalay,0.00%,$100 ,$150 
5/30/2023,Walk-in,Fire,MG-17890,Michael Granlund,Sittwe,20.00%,$250 ,$235 
5/30/2023,Walk-in,PA,MG-17890,Michael Granlund,Sittwe,20.00%,$35 ,$53 
5/30/2023,Walk-in,Cash In Transit,MG-17890,Michael Granlund,Sittwe,20.00%,$14 ,$20 
3/13/2022,Corporate,Motor,SC-20770,Stewart Carmichael,Dawei,30.00%,$700 ,$579 
3/13/2022,Corporate,PA,SC-20770,Stewart Carmichael,Dawei,20.00%,$700 ,$569 
3/13/2022,Corporate,Fire,SC-20770,Stewart Carmichael,Dawei,40.00%,$700 ,$809 
3/13/2022,Corporate,Fidelity,SC-20770,Stewart Carmichael,Dawei,20.00%,$41 ,$62 
3/13/2022,Corporate,Marine,SC-20770,Stewart Carmichael,Dawei,70.00%,$52 ,$78 
3/13/2022,Corporate,Industrial All Risk,SC-20770,Stewart Carmichael,Dawei,20.00%,$553 ,$828 
3/13/2022,Corporate,Marine,SC-20770,Stewart Carmichael,Dawei,70.00%,$23 ,$35 
3/13/2022,Corporate,Industrial All Risk,SC-20770,Stewart Carmichael,Dawei,20.00%,$126 ,$189 
3/13/2022,Corporate,Contractor's All Risk,SC-20770,Stewart Carmichael,Dawei,70.00%,$449 ,$673 
4/10/2023,Corporate,Cash In Safe,BS-11755,Bruce Stewart,Dawei,20.00%,$300 ,$292 
4/10/2023,Corporate,Cash In Transit,BS-11755,Bruce Stewart,Dawei,20.00%,$37 ,$55 
6/25/2022,Commercial,Motor,LC-17140,Logan Currie,Taunggyi,30.00%,$85 ,$128 
6/25/2022,Commercial,Cash In Transit,LC-17140,Logan Currie,Taunggyi,60.00%,$33 ,$49 
3/17/2024,Corporate,Marine,MH-17440,Mark Haberlin,Sittwe,0.00%,$11 ,$17 
3/17/2024,Corporate,Marine,MH-17440,Mark Haberlin,Sittwe,0.00%,$30 ,$46 
3/17/2024,Corporate,Fidelity,MH-17440,Mark Haberlin,Sittwe,0.00%,$13 ,$19 
3/17/2024,Corporate,Fidelity,MH-17440,Mark Haberlin,Sittwe,0.00%,$16 ,$24 
3/17/2024,Corporate,Cash In Safe,MH-17440,Mark Haberlin,Sittwe,0.00%,$33 ,$49 
8/9/2020,Travel,CAR/EAR,RD-19720,Roger Demir,Hpa-an,20.00%,$4 ,$7 
8/9/2020,Travel,Marine,RD-19720,Roger Demir,Hpa-an,70.00%,$9 ,$14 
7/26/2021,Bancassurance,Marine,BP-11095,Bart Pistole,Yangon,20.00%,$9 ,$14 
7/26/2021,Bancassurance,Marine,BP-11095,Bart Pistole,Yangon,20.00%,$23 ,$35 
7/26/2021,Bancassurance,CAR/EAR,BP-11095,Bart Pistole,Yangon,0.00%,$99 ,$149 
2/15/2024,Commercial,Marine,BF-11020,Barry Französisch,Monywa,20.00%,$21 ,$32 
3/24/2021,Commercial,Cash In Transit,CP-12085,Cathy Prescott,Monywa,0.00%,$47 ,$70 
9/2/2023,Bancassurance,Marine,JL-15235,Janet Lee,Yangon,20.00%,$19 ,$28 
9/2/2023,Bancassurance,Travel,JL-15235,Janet Lee,Yangon,20.00%,$237 ,$354 
11/16/2021,Bancassurance,CAR/EAR,JG-15805,John Grady,Yangon,0.00%,$19 ,$28 
12/9/2020,Commercial,Fidelity,VP-21760,Victoria Pisteka,Taunggyi,20.00%,$11 ,$16 
12/9/2020,Commercial,Industrial All Risk,VP-21760,Victoria Pisteka,Taunggyi,20.00%,$237 ,$355 
2/3/2023,Agency,Fidelity,RD-19810,Ross DeVincentis,Bago,20.00%,$5 ,$8 
2/3/2023,Agency,Fidelity,RD-19810,Ross DeVincentis,Bago,20.00%,$66 ,$98 
2/3/2023,Agency,Cash In Transit,RD-19810,Ross DeVincentis,Bago,60.00%,$22 ,$33 
2/3/2023,Agency,Fidelity,RD-19810,Ross DeVincentis,Bago,20.00%,$419 ,$628 
11/11/2023,Travel,Cash In Transit,MH-18025,Michelle Huthwaite,Malamyine,20.00%,$89 ,$133 
9/17/2023,Commercial,CAR/EAR,SJ-20125,Sanjit Jacobs,Taunggyi,20.00%,$10 ,$15 
9/17/2023,Commercial,Motor,SJ-20125,Sanjit Jacobs,Taunggyi,30.00%,$318 ,$477 
9/17/2023,Commercial,Marine,SJ-20125,Sanjit Jacobs,Taunggyi,80.00%,$6 ,$9 
9/17/2023,Commercial,Fire,SJ-20125,Sanjit Jacobs,Taunggyi,20.00%,"$2,500 ","$2,120 "
6/25/2023,Agency,Fire,FM-14380,Fred McMath,Bago,20.00%,$148 ,$222 
7/30/2022,Agency,CAR/EAR,KH-16360,Katherine Hughes,Bago,20.00%,$9 ,$14 
7/30/2022,Agency,Industrial All Risk,KH-16360,Katherine Hughes,Bago,20.00%,"$1,600 ","$1,552 "
4/16/2021,Agency,Fire,LL-16840,Lauren Leatherbury,Bago,0.00%,$570 ,$853 
4/16/2021,Agency,Marine,LL-16840,Lauren Leatherbury,Bago,0.00%,$9 ,$14 
4/16/2021,Agency,Cash In Transit,LL-16840,Lauren Leatherbury,Bago,0.00%,"$1,800 ","$1,792 "
4/16/2021,Agency,Health/CI,LL-16840,Lauren Leatherbury,Bago,0.00%,$800 ,$784 
4/11/2021,Bancassurance,Oversea Marine,AR-10540,Andy Reiter,Yangon,20.00%,"$1,000 ",$958 
4/11/2021,Bancassurance,Fidelity,AR-10540,Andy Reiter,Yangon,0.00%,$53 ,$79 
2/27/2021,Commercial,PA,NP-18670,Nora Paige,Monywa,0.00%,$539 ,$807 
9/8/2022,Bancassurance,CAR/EAR,LP-17095,Liz Preis,Yangon,0.00%,$15 ,$22 
9/8/2022,Bancassurance,Fidelity,LP-17095,Liz Preis,Yangon,0.00%,$34 ,$51 
9/8/2022,Bancassurance,Industrial All Risk,LP-17095,Liz Preis,Yangon,0.00%,$900 ,$392 
5/19/2022,Bancassurance,Cash In Safe,AH-10690,Anna Häberlin,Yangon,0.00%,$88 ,$132 
11/11/2023,Bancassurance,Cash In Transit,TB-21190,Thomas Brumley,Yangon,0.00%,$35 ,$52 
9/15/2020,Agency,Fidelity,AA-10315,Alex Avila,Mandalay,0.00%,$15 ,$22 
9/15/2020,Agency,Cash In Transit,AA-10315,Alex Avila,Mandalay,0.00%,$15 ,$22 
9/15/2021,Corporate,Marine,AC-10615,Ann Chong,Dawei,70.00%,$4 ,$5 
9/15/2021,Corporate,Industrial All Risk,AC-10615,Ann Chong,Dawei,20.00%,$350 ,$220 
7/1/2022,Walk-in,Oversea Marine,EM-14140,Eugene Moren,Sittwe,0.00%,"$2,300 ","$2,246 "
4/10/2022,Agency,CAR/EAR,QJ-19255,Quincy Jones,Bago,20.00%,$14 ,$20 
1/6/2024,Walk-in,Motor,ME-17320,Maria Etezadi,Hpa-an,0.00%,"$3,900 ","$3,855 "
1/6/2024,Walk-in,Marine,ME-17320,Maria Etezadi,Hpa-an,0.00%,$950 ,$914 
1/6/2024,Walk-in,CAR/EAR,ME-17320,Maria Etezadi,Hpa-an,0.00%,$5 ,$8 
1/6/2024,Walk-in,Fire,ME-17320,Maria Etezadi,Hpa-an,0.00%,$600 ,$587 
1/6/2024,Walk-in,Fire,ME-17320,Maria Etezadi,Hpa-an,0.00%,"$1,500 ","$1,132 "
1/6/2024,Walk-in,CAR/EAR,ME-17320,Maria Etezadi,Hpa-an,0.00%,$31 ,$47 
1/6/2024,Walk-in,Fidelity,ME-17320,Maria Etezadi,Hpa-an,0.00%,$7 ,$10 
9/1/2022,Bancassurance,CAR/EAR,LB-16795,Laurel Beltran,Yangon,0.00%,$13 ,$19 
9/23/2020,Agency,Marine,JP-16135,Julie Prescott,Mandalay,20.00%,$18 ,$28 
12/15/2020,Corporate,Motor,EB-13705,Ed Braxton,Dawei,30.00%,$700 ,$668 
12/28/2023,Corporate,CAR/EAR,CS-12400,Christopher Schild,Myitkyina,0.00%,$2 ,$4 
12/28/2023,Corporate,Marine,CS-12400,Christopher Schild,Myitkyina,0.00%,$26 ,$39 
12/19/2021,Corporate,Fidelity,PM-19135,Peter McVee,Sittwe,0.00%,$30 ,$45 
12/19/2021,Corporate,PA,PM-19135,Peter McVee,Sittwe,0.00%,"$3,500 ","$3,369 "
12/19/2021,Corporate,Travel,PM-19135,Peter McVee,Sittwe,30.00%,"$1,600 ","$1,577 "
11/5/2023,Bancassurance,Fidelity,AA-10645,Anna Andreadi,Yangon,0.00%,$13 ,$19 
9/10/2021,Bancassurance,Cash In Transit,FA-14230,Frank Atkinson,Yangon,0.00%,$107 ,$160 
11/16/2023,Agency,Fire,CM-12190,Charlotte Melton,Mandalay,0.00%,$120 ,$180 
9/11/2023,Commercial,Fidelity,CC-12475,Cindy Chapman,Taunggyi,20.00%,$10 ,$15 
9/11/2023,Commercial,Travel,CC-12475,Cindy Chapman,Taunggyi,30.00%,$512 ,$767 
9/11/2023,Commercial,Cash In Safe,CC-12475,Cindy Chapman,Taunggyi,80.00%,$2 ,$2 
